  3.212083366499418e+00  2.036911229551446e+00  1.724608573842958e+00  5.305646507466391e+00  2.753954453773336e+00  2.563132812416434e-01  3.364251356974033e+00  5.509977124073223e+00  4.162179438770847e+00  5.107897339744495e-01  3.673459282729410e+00  6.621986180563628e-01  3.468183252838598e-01  2.718386513573667e+00  1.333410433704541e+00  2.090641499198377e+00  3.948527552101164e+00  3.316636670894445e+00  3.419866641021532e+00  2.580165933573957e+00  1.596335051279794e+00  5.304378483668403e+00  5.706358927440819e+00  4.726116817862728e+00
  4.288323786850955e+00  3.501845787242939e-01  1.659937424073530e+00  1.444992408575708e+00  2.284576678044424e+00  2.912290592033429e+00  3.203692345994712e+00  6.115777545479137e+00  4.484109593728203e+00  3.065306371717142e+00  5.809500388989809e-01  2.159809839671284e+00  2.870515370968149e+00  1.923906016995049e+00  3.555449577110728e+00  5.803496615662136e-01  2.616053468528403e+00  5.554804040304320e+00  4.553508724659700e+00  3.470363923432562e+00  2.387966567361029e+00  4.936900518859297e+00  4.249259540868167e-01  5.893007001738968e+00
  1.308314711484086e+00  4.494942696023044e+00  5.481647541035965e+00  4.070462001055630e+00  3.973032917494472e+00  1.326295887226673e+00  2.554827160701824e-01  1.642574813739260e+00  9.915964212194275e-01  3.201007932751523e+00  5.989009062984689e+00  1.307777447783075e+00  5.734179410172142e+00  5.887952824697267e+00  8.079564993351431e-01  6.238242832379346e+00  2.587854527095585e+00  3.563815238285620e+00  4.923765311751866e+00  4.465825007074199e+00  2.601386900050735e+00  1.948557599414392e+00  3.840898119085763e+00  5.963063135170956e+00
  4.463819605813371e+00  3.704236221495375e+00  4.393576404941237e-01  1.208459589097008e+00  2.048166525825374e+00  5.896958465726129e-01  5.872244675295194e-01  3.956274278630566e+00  2.094287931386053e+00  2.395443577610967e+00  2.033287468962405e+00  4.525412780735513e+00  8.337159028511761e-01  3.697593314357731e+00  5.862451212389511e+00  6.008961954909090e+00  4.663963653123039e+00  7.187303935803022e-01  3.732045630265752e+00  3.583842136815769e+00  6.586970526930884e-01  4.418260831955342e+00  5.628263436840634e+00  2.074927402936865e+00
  2.155634080503755e+00  4.993514477677476e+00  3.114621713118545e+00  1.056835319851144e+00  3.943142989845915e+00  3.409267081124372e-01  2.144103115012501e+00  1.832328617956619e+00  6.943739250305320e-01  1.921780893537797e+00  3.370853171704913e-01  1.498444358760053e+00  5.945769597563316e+00  3.591361943644800e+00  1.844587967399311e-01  3.227627598160899e+00  9.060633854340543e-01  1.098595921142472e+00  3.334269597564968e+00  2.357462533714210e+00  1.228923515235565e+00  5.520320375483523e+00  2.463712086361171e+00  1.678665599482892e+00
  2.672317869799475e+00  3.466435930378533e+00  1.116811852537850e+00  2.811019532473787e+00  3.683865485504549e+00  5.193760847821572e+00  3.295968854993264e+00  2.647042750985477e-01  3.712634443028982e+00  9.099683630740653e-01  2.086927271530539e+00  8.521333519094265e-01  1.848266973470926e+00  4.147106174986337e+00  8.987830342259243e-01  9.253703457594721e-02  5.711926280311062e+00  1.084980534904731e-01  5.501597943788833e+00  1.194636733632692e+00  3.629845370980464e+00  1.306650675908004e+00  4.863957079500431e+00  6.935537494110352e-01
  1.784569189918590e+00  4.188635662132497e+00  9.249926098648387e-01  5.038809394825726e-01  2.473455320152607e+00  3.829516803964644e+00  3.788666895149295e+00  1.839901430926629e+00  5.461504263419721e+00  2.477683553628244e+00  4.287424179435559e+00  1.362204295763944e+00  1.155237652058189e+00  4.610152476281577e+00  5.874664526556543e+00  4.771156644619365e+00  2.955205338973605e+00  5.706933179005937e+00  6.209181033264172e+00  2.084291000784214e+00  2.725399725724591e+00  5.397011088273559e+00  2.767178519955247e+00  3.308947962320637e-01
  3.584767259904060e+00  3.680224387447278e+00  3.265638074137780e+00  3.058140287166267e+00  9.658982312341450e-01  5.005373795879354e-02  3.120451760085356e+00  2.796369112810648e-01  4.613587242776127e+00  3.354227106583175e+00  4.072503458109775e+00  5.433685644239143e+00  3.158517010144944e-01  4.457774786233284e+00  5.365943155675566e+00  5.020626220915668e+00  5.387082390020058e+00  4.882389245640282e+00  2.767921439747127e+00  1.117703082839845e+00  5.186679909694223e+00  1.892163937970950e+00  3.143530981139160e+00  1.345156250207825e+00
  5.898223824174826e+00  6.043738098471559e+00  1.519234710335055e+00  6.001065027874118e+00  4.454904869023218e+00  3.536899673672984e+00  3.778683068323863e+00  2.200636086961777e+00  2.089208887490269e+00  5.460733453698948e+00  4.963723124847607e+00  1.011206629227726e+00  2.532439713882503e+00  4.773999792225541e+00  4.464579202539420e+00  4.426321141695317e-01  3.021042043746827e+00  3.579065234986875e+00  2.897405314022941e+00  5.249413025150103e+00  9.196827788003166e-01  4.666460934617988e+00  1.095391290118619e+00  3.192699375520994e+00
  5.565859827183973e-01  5.023898330656348e+00  4.272350755764482e+00  6.168616316353415e+00  7.639311972756941e-01  3.176948430149780e+00  5.709940003179503e+00  2.414388175295906e+00  3.311960936387112e+00  2.887229175281565e+00  4.206269086814304e+00  1.887668308974468e+00  6.045598488138659e-01  5.767730091348208e+00  4.461942463187851e-02  9.788970806128285e-01  3.596075142748714e+00  4.812740457600523e+00  4.749408428171516e+00  2.270812488474050e+00  3.456927180826497e-01  5.743265262642674e+00  5.729894496449258e+00  4.700329156963925e+00
