  2.541860224076244e+00  1.532884738721935e+00  4.279163823080936e+00  4.173316486635242e+00  6.039180612010159e+00  5.538304190015311e+00  2.979628857323201e+00  5.386307046395785e+00  1.370515014814887e+00  3.737248587261158e+00  3.534547909649419e+00  5.813502195756441e+00  2.101895347307924e+00  2.100505919414196e+00  4.538080594644114e+00  2.160224916927580e+00  2.057218112057131e+00  3.782862215429460e+00
  3.345817186978974e+00  2.978163451584728e+00  2.591088109799064e+00  1.574103985498335e+00  3.742903827343398e+00  5.434638119473318e+00  4.598298839429226e-01  5.093520051259531e+00  5.033539842480831e+00  3.194321827093193e+00  1.485282841086180e+00  6.373091566842655e-02  2.670190336161819e+00  4.187794113307472e+00  3.048809938902436e+00  2.348355328950430e+00  4.196107447192887e+00  5.284157691025610e+00
  5.058105758001833e+00  5.684632411241575e-01  6.156454552633122e+00  4.450715059711958e+00  4.611420654338120e+00  3.749476660275958e-01  1.077265488537382e+00  1.262862410494329e+00  9.174245280564773e-01  9.283009340705285e-02  5.314312015127670e+00  6.948494172822676e-01  4.252090223529317e+00  4.180382137728153e+00  1.014004325897445e-01  4.187874060979656e+00  1.152714469406864e+00  3.790768481169005e+00
  2.542200601403900e+00  3.559928815008770e+00  5.005652618205827e+00  5.234756883753142e+00  2.614897693280567e+00  3.793205963806842e+00  5.488136909585248e+00  4.016032929013384e+00  1.887459041205438e+00  7.721438415895566e-01  2.079429662373442e+00  3.813439468935865e+00  1.285301753308711e+00  4.573223717432533e+00  3.979706458254092e+00  2.127256790208145e+00  4.160576500056972e+00  1.996070033175653e+00
  5.399073759170175e+00  1.987689485192617e+00  1.576720225694485e+00  5.863417176712043e+00  5.475550785495911e+00  2.016408026247352e+00  5.412049147628795e+00  6.248635792356087e+00  4.837189539713540e+00  4.464353138297934e+00  4.413427904940749e+00  9.542218438800839e-01  6.077114252461184e-01  1.024222546739674e+00  9.526511802544264e-01  2.856196495875755e+00  3.794816236249531e+00  2.861064287462066e+00
  6.937299985617957e-01  1.885583963997893e+00  3.198614616840665e+00  4.522669202901596e+00  1.245223213938952e-01  2.752078644021252e+00  2.647362051700629e+00  2.229047768225327e+00  5.780257296253631e+00  1.242120545122617e+00  4.580848266217624e+00  5.353780098885401e+00  2.388133488556899e+00  1.935307100055645e+00  2.103401329314798e+00  4.289152829627145e+00  9.120123456464065e-01  4.722636764238216e+00
  2.808135248183424e+00  2.376964986325953e-02  6.088910596152827e+00  7.219023019647390e-01  2.349795697469408e+00  2.939416548464229e+00  2.609242325655208e+00  3.894908484399870e+00  4.439379341217520e+00  5.125726869238579e+00  3.963068973660518e+00  4.154703943827097e+00  1.278817721763647e-01  4.631892243891325e+00  4.007255175607231e+00  5.636261037454917e+00  4.924717779250748e+00  4.173381816989542e+00
  4.152075063409158e+00  4.516786701535746e+00  1.773052988379225e+00  3.078398636099002e+00  6.637131307804042e-03  2.711037456087330e+00  5.668525440809251e-01  5.442221274521386e+00  2.375381453645064e+00  6.088756897681725e+00  5.348423485988500e+00  6.056643520070854e+00  5.185600044146221e+00  4.717934378539014e+00  3.890416604687059e+00  5.450630598810016e-01  1.405971203612714e+00  3.100153749501426e+00
  1.741354616379069e+00  5.716822735246989e+00  1.016242727894796e+00  9.225833045962755e-01  5.861487565360402e+00  2.780437703815656e+00  4.134010950054078e+00  5.487665442843742e+00  5.438971836917772e+00  2.794831734513653e+00  3.272476286982113e+00  6.125998545263067e+00  6.029075539518511e+00  2.016711056833204e+00  2.866264826633829e+00  5.892105225412346e-01  3.254233849217920e+00  6.265018451365582e+00
  4.613904787313700e+00  2.054472555890578e+00  2.950516680166638e+00  2.457930429005760e+00  2.402391688117723e+00  2.709768736338686e+00  1.560168245837761e+00  3.170313375664340e+00  8.859123917867792e-01  1.592602684301391e+00  4.800219064338476e+00  8.556365689553198e-01  5.527449169427287e+00  2.643741888342646e+00  5.549385373572021e+00  2.278807684777950e+00  3.709118856379982e-01  5.785156538160396e+00
