  2.507310289727104e+00  3.008768835819127e+00  5.865746811772359e+00  5.231126589296681e+00  3.937276100563781e+00  1.344546671988334e+00  1.753167024638349e+00  1.453873732090012e+00  1.142405344437418e-01  2.528793015670593e+00  4.724661475854548e+00  1.741252174925152e+00  1.814774068395905e+00  5.050340190142285e+00  3.334844144462034e+00  4.953384856230043e+00  5.216880854896732e-01  2.467067628423762e+00  3.630960001307199e+00  2.714344669848456e+00  1.386442574212644e+00  2.836265348379119e+00  3.796404834128941e+00  2.599202508281609e+00  5.195034605960926e+00  2.216278991971980e+00  5.318324304807278e+00  5.206827110192784e-01  7.249836605821698e-01  6.242439944069718e+00
  5.032872963013864e+00  4.067280230865631e+00  1.240784679600338e+00  4.656917819882864e+00  4.101195121474343e+00  8.575971552980183e-01  1.258244055310799e+00  5.741182752499571e+00  5.677146690533424e+00  2.314977012756744e+00  6.040606338562717e+00  3.234038300298034e+00  9.518438859300364e-01  5.517136924029339e+00  3.380514325871609e+00  4.197115797359382e+00  4.878716835693152e+00  1.770989377920127e+00  6.162807002459071e+00  7.002795151841618e-01  2.039429573587586e+00  6.202212079393365e+00  4.030658351134515e+00  8.572717006459822e-01  3.429376551671258e+00  5.443873857398770e+00  1.034806761523428e+00  6.021623815165525e+00  4.579381143078818e+00  3.893073439590407e+00
  2.062776527242996e+00  1.356840397664538e+00  4.847102867943381e+00  9.460140243654478e-01  1.711857200228863e+00  3.021343840366653e+00  5.865707514219769e+00  5.535756722719896e+00  6.224692671681498e+00  3.595653052156023e+00  3.725232518062218e+00  2.219164200731163e+00  3.668004962711749e+00  2.140884491354195e+00  2.795803495641179e+00  1.891077059813813e+00  5.248506653441505e+00  4.653159788817586e+00  5.590714388822318e+00  6.471438219038769e-01  1.011068025647247e+00  8.602197877138410e-01  7.043586972016358e-02  3.729700438640656e+00  1.677816226600579e-01  4.798489662197126e+00  4.748957153503686e+00  2.821386082292298e+00  6.005999567146719e+00  4.674379086919452e+00
  4.245338419294262e+00  6.025898180214893e+00  2.792787889164361e-01  2.335434430039646e+00  1.700144119547581e+00  2.807020755981631e+00  8.132212113217366e-02  4.267874244006756e+00  4.037003216695454e+00  3.408643461428547e+00  5.524748624017159e+00  5.047973744965695e+00  2.908664710259203e+00  7.004476415893702e-01  7.283739818851681e-01  3.483952540040039e+00  4.888350932450020e+00  6.035733474819152e+00  1.083091523146253e+00  4.617800004700303e+00  5.006480110927620e+00  3.968927108155705e+00  3.990200133451413e-01  5.692853266920546e+00  2.790735575058077e+00  3.887837092488839e+00  3.661567092580589e+00  5.219587519474885e+00  4.336204239288025e+00  6.678168792842409e-01
  2.506481465191150e+00  6.104182001237087e+00  1.314439253461009e+00  5.982488395178196e+00  5.678839732120298e+00  1.537680858337389e+00  1.276778722913242e+00  1.856090429196160e+00  3.232914776838120e+00  3.793592269259465e+00  4.932409974691163e+00  4.337885452227633e-01  5.645769041603300e+00  6.089335282274382e-02  2.537618551145994e+00  1.021629981196769e+00  3.205937174952832e+00  2.955615915538880e+00  5.347169958830654e+00  4.950904861345641e+00  4.304758482283591e-01  5.743160399438063e+00  1.562486048305106e-01  2.425610149525985e+00  5.865692419125226e+00  4.680086880018543e+00  2.464535951445458e+00  1.781969814261219e+00  5.297156848094415e+00  2.620054313161136e+00
  1.036187812599628e-01  2.289081999922562e+00  3.466977564591723e+00  3.729359154037409e-01  3.455002887494294e+00  4.530171705492178e+00  5.437165451660475e+00  4.896923595740866e+00  1.984948574122663e+00  6.561762551780456e-02  1.306869554481711e+00  1.455159984299689e+00  4.930941104683210e+00  1.605813140603897e+00  9.908170207957391e-01  3.907323827404598e+00  5.056406453332286e+00  3.757856624399071e+00  4.753807903771516e+00  3.028597715267121e+00  1.028979574123615e+00  3.383931370162815e+00  2.050858482496610e+00  4.983828009807501e+00  4.742716285739593e+00  1.045967572032880e+00  3.330196620749883e+00  3.653377693834317e+00  3.688960747545524e+00  5.486702323166955e-01
  2.717366733449481e+00  4.745048343321474e+00  1.530265903628196e+00  4.487449777423699e+00  2.386576235095249e+00  1.937076153864559e+00  5.551526486181285e+00  5.627300475757996e+00  4.950107493334178e+00  8.818325536087890e-02  4.434573309808043e+00  1.721110227229689e-01  5.182657394906603e+00  1.226533986592663e+00  5.584203331818100e+00  2.718149097379649e+00  1.553224038132048e-01  1.219692773313717e+00  4.911011445774070e+00  2.284312869046331e+00  2.391937587337740e+00  6.009992080658951e+00  2.908085278828421e+00  5.546360255971712e+00  6.145790605630943e+00  5.751285973547877e+00  1.320510582646884e+00  2.561278057738477e+00  4.744011391729662e+00  2.749527592639786e+00
  3.966645517526511e+00  2.732832136450925e+00  5.188922272903105e+00  5.720623300259997e+00  5.497662166486608e-01  3.912397155305539e+00  2.421093333023886e+00  1.246699478999998e+00  3.540839147627218e-01  5.275526642643137e+00  5.305720249864177e+00  5.061163812407813e-01  8.611543179367650e-01  3.373852663229869e+00  5.120913199176276e+00  4.165118640309220e+00  2.193779654026120e+00  2.433277419244284e+00  2.000483978906839e-01  1.655699201108632e+00  2.101737070943390e+00  8.095726793634980e-01  1.828500280248413e+00  3.520593698309746e+00  3.547425078632731e+00  2.854734666873969e+00  2.350568199762752e+00  4.457151797074903e+00  3.221846198996313e+00  8.866064123527054e-01
  3.021792193761626e+00  1.200626942958253e+00  5.958007611428101e+00  5.474460414480293e+00  7.190936839027410e-01  4.038909228638028e+00  1.428214964139388e+00  4.846354189832611e+00  7.861558535009316e-01  1.441389474552522e+00  3.464004110289548e+00  2.139338341152902e+00  4.561185742482500e-01  4.402959859714620e+00  5.009490416908026e+00  1.475491442679863e+00  5.055978515509575e+00  5.894093249361840e+00  2.837531286259384e+00  5.985176149289329e+00  8.467759769893459e-01  5.654433890492931e-01  1.186007969741856e+00  9.668562071184134e-01  1.158185737144833e+00  2.117976356134326e+00  2.782956112000832e+00  6.012559683210958e+00  5.393277936942101e+00  5.356967808988567e+00
  3.062678360566712e+00  3.373946425191972e+00  5.505767185666086e+00  5.550375942684176e+00  1.989410420911856e+00  1.927129497267980e+00  5.673724581016849e+00  2.220711418727336e+00  4.235145068623756e+00  2.607201444931993e-01  6.959215919946715e-01  3.088874782440695e-01  5.592645252077742e+00  2.185321907689726e+00  4.039945135084436e+00  3.198624983461979e-02  1.696013984525535e+00  5.196235307260259e+00  3.606102171641222e+00  5.608814946287690e+00  4.069079858421992e+00  1.103450778366435e+00  5.151958619364123e+00  3.324215491222729e+00  1.103816769921889e+00  3.300531547819471e+00  2.553220416580204e+00  1.723295728157848e+00  2.426228623593401e-01  3.016953330603381e-01
